,HR surface density (g/cm2),HR surf dens radius (pc),LR surface density (g/cm2),LR surface density radius (pc),Reproj surface density (g/cm2),Reproj surf dens radius (pc),CSM surface density (g/cm2),CSM Surf Dens Radius (pc)
172,2.808871372295708e-06,0.0002826267180568912,5.073808194136736e-05,0.000706566795142228,,0.000706566795142228,,0.000706566795142228
173,2.6330353340402303e-06,0.00028425569049525946,5.113723077175375e-05,0.0007106392262381487,,0.0007106392262381487,,0.0007106392262381487
174,2.5035395376820076e-06,0.0002858846629336277,5.167654735127312e-05,0.0007147116573340694,,0.0007147116573340694,,0.0007147116573340694
175,2.3873417953319404e-06,0.00028751363537199594,5.2272102731763855e-05,0.0007187840884299898,,0.0007187840884299898,,0.0007187840884299898
176,2.2298133597900586e-06,0.0002891426078103642,5.300352806149432e-05,0.0007228565195259105,,0.0007228565195259105,,0.0007228565195259105
177,1.99978867457916e-06,0.00029077158024873247,5.3815010293967765e-05,0.0007269289506218311,,0.0007269289506218311,,0.0007269289506218311
178,1.7252129207875726e-06,0.00029240055268710074,5.457249708281638e-05,0.0007310013817177517,,0.0007310013817177517,,0.0007310013817177517
179,1.4721343723171181e-06,0.00029402952512546895,5.518631717131216e-05,0.0007350738128136724,,0.0007350738128136724,,0.0007350738128136724
180,1.2968591875562333e-06,0.0002956584975638372,5.5673637417093e-05,0.000739146243909593,,0.000739146243909593,,0.000739146243909593
181,1.2189649084798853e-06,0.0002972874700022054,5.6248387746205526e-05,0.0007432186750055136,,0.0007432186750055136,,0.0007432186750055136
